title,score,month,year,ranking,revenue,runtime,vote_count
Thirteen Days,6.9,12,2e3,478,34566746,145,189
Daylight,5.8,12,1996,479,159212469,115,378
Walking With Dinosaurs,5.2,12,2013,480,126546518,87,133
Battlefield Earth,3,5,2e3,481,214e5,118,255
Looney Tunes: Back in Action,5.6,11,2003,482,68514844,90,297
Nine,5.1,12,2009,483,53825515,112,165
Timeline,5.4,11,2003,484,19480739,116,318
The Postman,6.1,12,1997,485,17626234,177,299
Babe: Pig in the City,5.2,11,1998,486,69131860,92,305
The Last Witch Hunter,5.7,10,2015,487,146936910,106,1316
Red Planet,5.4,11,2e3,488,33463969,106,267
Arthur and the Invisibles,6,12,2006,489,107944236,94,639
Oceans,7.3,10,2009,490,19406406,84,111
A Sound of Thunder,4.8,5,2005,491,5989640,110,111
Pompeii,5.2,2,2014,492,117831631,105,1267
Top Cat Begins,5.3,10,2015,493,0,89,9
A Beautiful Mind,7.7,12,2001,494,313542341,135,3009
The Lion King,8,6,1994,495,788241776,89,5376
Journey 2: The Mysterious Island,5.8,1,2012,496,355692760,94,1030
Cloudy with a Chance of Meatballs 2,6.4,9,2013,497,248384621,95,915
Red Dragon,6.7,9,2002,498,209196298,124,1115
Hidalgo,6.5,3,2004,499,108103450,136,318
Jack and Jill,4.1,11,2011,500,149673788,91,604
2 Fast 2 Furious,6.2,6,2003,501,236350661,107,2028
The Little Prince,7.6,7,2015,502,97571250,92,756
The Invasion,5.7,8,2007,503,15071514,99,359
The Adventures of Rocky & Bullwinkle,3.9,6,2e3,504,35134820,88,87
The Secret Life of Pets,5.9,6,2016,505,875958308,87,3462
The League of Extraordinary Gentlemen,5.7,7,2003,506,179265204,110,1155
Despicable Me 2,7,6,2013,507,970761885,98,4637
Independence Day,6.7,6,1996,508,816969268,145,3260
The Lost World: Jurassic Park,6.2,5,1997,509,229074524,129,2487
Madagascar,6.6,5,2005,510,532680671,86,3237
Children of Men,7.4,9,2006,511,69959751,109,2071
X-Men,6.8,7,2e3,512,296339527,104,4097
Wanted,6.4,6,2008,513,258270008,110,2528
The Rock,6.9,6,1996,514,335062621,136,1456
Ice Age: The Meltdown,6.5,3,2006,515,660940780,91,2951
50 First Dates,6.6,2,2004,516,196482882,99,2105
Hairspray,6.5,7,2007,517,90450008,117,709
Exorcist: The Beginning,4.7,8,2004,518,78000586,114,183
Inspector Gadget,4.3,7,1999,519,0,78,318
Now You See Me,7.3,5,2013,520,117698894,115,5487
Grown Ups,6,6,2010,521,271430189,102,1705
The Terminal,7,6,2004,522,219417255,128,1910
Hotel for Dogs,5.7,1,2009,523,73034460,100,202
Vertical Limit,5.9,12,2e3,524,215663859,124,283
Charlie Wilson's War,6.5,12,2007,525,119000410,102,338
Shark Tale,5.8,9,2004,526,367275019,90,1557
Dreamgirls,6.6,12,2006,527,154937680,134,284
Be Cool,5.4,3,2005,528,95226116,118,292
Munich,6.9,12,2005,529,130358911,164,696
Tears of the Sun,6.4,3,2003,530,85632458,121,573
Killers,5.7,6,2010,531,98159963,100,772
The Man from U.N.C.L.E.,7.1,8,2015,532,108145109,116,2265
Spanglish,5.8,12,2004,533,55041367,130,369
Monster House,6.3,7,2006,534,140175006,91,874
Bandits,6.2,10,2001,535,67631903,123,302
First Knight,5.9,7,1995,536,127600435,134,311
Anna and the King,6.4,12,1999,537,0,148,197
Immortals,5.7,11,2011,538,226904017,110,880
Hostage,6.2,3,2005,539,77944725,113,512
Titan A.E.,6.3,6,2e3,540,36754634,94,313
Hollywood Homicide,5,6,2003,541,51142659,116,166
Soldier,6.1,10,1998,542,14567883,99,221
Carriers,5.8,9,2009,543,5802422,84,282
Monkeybone,4.3,2,2001,544,5409517,93,78
Flight of the Phoenix,5.7,12,2004,545,21009180,113,276
Unbreakable,6.9,11,2e3,546,248118121,106,1946
Minions,6.4,6,2015,547,1156730962,91,4571
Sucker Punch,5.9,3,2011,548,89792502,110,1623
Snake Eyes,5.8,8,1998,549,103891409,98,327
Sphere,5.8,2,1998,550,131e5,134,476
The Angry Birds Movie,5.9,5,2016,551,349779543,97,1022
Fool's Gold,5.4,2,2008,552,111231041,112,444
Funny People,5.7,7,2009,553,61458982,146,390
The Kingdom,6.5,8,2007,554,86658558,110,513
Talladega Nights: The Ballad of Ricky Bobby,6.2,8,2006,555,162966177,116,491
Dr. Dolittle 2,4.9,6,2001,556,176104344,87,410
Braveheart,7.7,5,1995,557,21e7,177,3336
Jarhead,6.6,11,2005,558,96889998,125,765
The Simpsons Movie,6.9,7,2007,559,527068851,87,2264
The Majestic,6.6,12,2001,560,37317558,152,188
Driven,4.5,4,2001,561,54744738,116,179
Two Brothers,6.9,4,2004,562,62172050,109,180
The Village,6.2,7,2004,563,256697520,108,1071
Doctor Dolittle,5.4,6,1998,564,294456605,85,686
Signs,6.4,8,2002,565,408247917,106,1599
Shrek 2,6.7,5,2004,566,919838758,93,2988
Cars,6.6,6,2006,567,461983149,117,3877
Runaway Bride,5.7,7,1999,568,309457509,116,455
xXx,5.8,8,2002,569,277448382,124,1424
The SpongeBob Movie: Sponge Out of Water,5.8,2,2015,570,311594032,93,719
Ransom,6.4,11,1996,571,309492681,117,470
Inglourious Basterds,7.9,8,2009,572,319131050,153,6430
Hook,6.6,12,1991,573,300854823,144,1532
Die Hard 2,6.6,7,1990,574,240031094,124,1896
S.W.A.T.,5.8,8,2003,575,116643346,117,770
Vanilla Sky,6.5,12,2001,576,203388341,136,1078
Lady in the Water,5.3,7,2006,577,42285169,110,409
AVP: Alien vs. Predator,5.5,8,2004,578,171183863,101,1217
Alvin and the Chipmunks: The Squeakquel,5.4,12,2009,579,443140005,88,666
We Were Soldiers,6.7,3,2002,580,114660784,138,521
Olympus Has Fallen,6.2,3,2013,581,161025640,120,2981
Star Trek: Insurrection,6.3,12,1998,582,118e6,103,391
Battle: Los Angeles,5.5,3,2011,583,202466756,116,1448
Big Fish,7.6,12,2003,584,122919055,125,1994
Wolf,6,6,1994,585,0,125,216
War Horse,7,12,2011,586,177584879,146,992
The Monuments Men,5.8,1,2014,587,154984035,118,1523
The Abyss,7.1,8,1989,588,90000098,139,808
Wall Street: Money Never Sleeps,5.8,9,2010,589,134748021,133,493
Dracula Untold,6.2,10,2014,590,215529201,92,2389
The Siege,6,11,1998,591,116672912,116,352
Stardust,7.1,8,2007,592,135560026,127,1184
Seven Years in Tibet,7,9,1997,593,131457682,136,630
The Dilemma,5.2,1,2011,594,67112664,111,304
Bad Company,5.4,6,2002,595,65977295,116,228
Doom,5,10,2005,596,55987321,105,609
I Spy,5.2,10,2002,597,33561137,97,269
Underworld: Awakening,6.1,1,2012,598,160112671,88,1862
Rock of Ages,6,6,2012,599,59418613,123,385
Hart's War,5.9,2,2002,600,32287044,125,241
Killer Elite,6.1,9,2011,601,57777106,116,695
Rollerball,3.4,2,2002,602,0,98,106
Ballistic: Ecks vs. Sever,4.3,9,2002,603,19924033,91,97
Hard Rain,5.5,1,1998,604,19870567,97,179
Osmosis Jones,5.9,8,2001,605,13596911,95,228
Legends of Oz: Dorothy's Return,5.9,6,2013,606,18662027,88,43
Blackhat,5.1,1,2015,607,17752940,133,826
Sky Captain and the World of Tomorrow,5.7,9,2004,608,57958696,107,439
Basic Instinct 2,4.6,3,2006,609,38629478,114,180
Escape Plan,6.7,10,2013,610,122915111,115,1659
The Legend of Hercules,4.4,1,2014,611,61279452,99,533
The Sum of All Fears,5.9,5,2002,612,193e6,124,437
The Twilight Saga: Eclipse,5.8,6,2010,613,698491347,124,2301
The Score,6.7,7,2001,614,71069884,124,423
Despicable Me,7.1,7,2010,615,543513985,95,6478
Money Train,5.4,11,1995,616,35431113,103,222
Ted 2,6.2,6,2015,617,217022588,115,2463
Agora,6.9,5,2009,618,39041505,127,395
Mystery Men,5.7,8,1999,619,29762011,121,250
Hall Pass,5.4,2,2011,620,83160734,105,611
The Insider,7.3,10,1999,621,60289912,157,481
The Finest Hours,6.3,1,2016,622,52099090,114,588
Body of Lies,6.5,10,2008,623,113280098,128,895
Dinner for Schmucks,5.5,7,2010,624,86387857,114,531
Abraham Lincoln: Vampire Hunter,5.5,6,2012,625,112265139,94,1269
Entrapment,6,4,1999,626,212404396,112,602
The X Files,6.6,6,1998,627,189198313,121,488
The Last Legion,5,4,2007,628,25303038,102,207
Saving Private Ryan,7.9,7,1998,629,481840909,169,5048
Need for Speed,6.1,3,2014,630,203277636,130,1520
What Women Want,6.1,12,2e3,631,374111707,127,992
Ice Age,7.1,3,2002,632,383257136,81,3857
Dreamcatcher,5.3,3,2003,633,75715436,136,567
Lincoln,6.7,11,2012,634,275293450,149,1429
The Matrix,7.9,3,1999,635,463517383,136,8907
Apollo 13,7.3,6,1995,636,355237933,140,1599
The Santa Clause 2,5.5,10,2002,637,172855065,104,297
Les Misérables,7.1,12,2012,638,441809770,157,1884
You've Got Mail,6.3,12,1998,639,250821495,119,838
Step Brothers,6.5,7,2008,640,128107642,98,1062
The Mask of Zorro,6.3,7,1998,641,250288523,136,1183
Due Date,6.2,11,2010,642,211780824,95,1685
Unbroken,7.3,12,2014,643,163442937,137,1400
Space Cowboys,6.3,7,2e3,644,128884132,130,403
Cliffhanger,6.1,5,1993,645,255000211,112,588
Broken Arrow,5.7,2,1996,646,150270147,108,453
The Kid,6,7,2e3,647,697e5,104,238
World Trade Center,5.9,8,2006,648,162945894,128,447
Mona Lisa Smile,6.5,12,2003,649,0,117,393
The Dictator,5.9,5,2012,650,179379533,83,1743
Eyes Wide Shut,7.1,7,1999,651,162091208,159,1234
Annie,6,12,2014,652,133821816,119,466
Focus,6.7,2,2015,653,153962963,105,2542
This Means War,5.9,2,2012,654,156974557,103,1389
Blade: Trinity,5.7,12,2004,655,128905366,123,1252
Red Dawn,6.4,8,1984,656,38376497,114,215
Primary Colors,6.1,3,1998,657,0,143,94
Resident Evil: Retribution,5.6,9,2012,658,240159255,95,1600
Death Race,6,8,2008,659,73762516,105,1175
The Long Kiss Goodnight,6.5,10,1996,660,89456761,120,314
Proof of Life,6,12,2e3,661,0,135,208
Zathura: A Space Adventure,6.1,11,2005,662,64321501,101,779
Fight Club,8.3,10,1999,663,100853753,139,9413
We Are Marshall,6.7,12,2006,664,43545364,124,186
Hudson Hawk,5.4,5,1991,665,17218080,100,269
Lucky Numbers,4.9,10,2e3,666,0,105,52
"I, Frankenstein",5,1,2014,667,71154592,92,687
Oliver Twist,6.7,9,2005,668,42093706,130,274
Elektra,4.8,1,2005,669,56681566,97,575
Sin City: A Dame to Kill For,6.3,8,2014,670,39407616,102,1286
Random Hearts,5.3,10,1999,671,74608570,133,63
Everest,6.7,9,2015,672,203427584,121,1772
Perfume: The Story of a Murderer,7.1,9,2006,673,132180323,147,1165
Austin Powers in Goldmember,5.9,7,2002,674,296655431,94,979
Astro Boy,6.1,10,2009,675,44091067,94,409
Jurassic Park,7.6,6,1993,676,9201e5,127,4856
Wyatt Earp,6.5,6,1994,677,25052e3,191,202
Clear and Present Danger,6.4,8,1994,678,215887717,141,386
Dragon Blade,5.9,2,2015,679,121545703,127,145
Little Man,5.3,8,2006,680,101595121,98,261
U-571,6.1,4,2e3,681,127666415,116,340
The American President,6.5,11,1995,682,107879496,106,195
The Love Guru,4.3,6,2008,683,41819064,87,242
3000 Miles to Graceland,5.8,2,2001,684,18720175,125,178
The Hateful Eight,7.6,12,2015,685,155760117,167,4274
Blades of Glory,5.9,3,2007,686,0,93,569
Hop,5.5,3,2011,687,183953723,95,331
300,7,12,2006,688,422610419,117,4997
Meet the Fockers,6.1,12,2004,689,516642939,115,1373
Marley & Me,6.9,12,2008,690,244082376,115,1343
The Green Mile,8.2,12,1999,691,2846e5,189,4048
Wild Hogs,5.6,3,2007,692,253625427,100,648
Chicken Little,5.6,11,2005,693,314432665,81,944
Gone Girl,7.9,10,2014,694,369330363,145,5862
The Bourne Identity,7.3,6,2002,695,214034224,119,3583
GoldenEye,6.6,11,1995,696,352194034,130,1174
The General's Daughter,6.1,6,1999,697,149705852,116,205
The Truman Show,7.8,6,1998,698,264118201,103,4537
The Prince of Egypt,6.8,12,1998,699,218613188,99,817
Daddy Day Care,5.6,5,2003,700,164433867,92,506
2 Guns,6.6,8,2013,701,131940411,109,1589
Cats & Dogs,5,7,2001,702,93375151,87,352
The Italian Job,6.6,5,2003,703,176070171,110,1919
Two Weeks Notice,5.9,12,2002,704,93354918,101,487
Antz,6,10,1998,705,171757863,83,1272
Couples Retreat,5.3,9,2009,706,171844840,113,588
Days of Thunder,5.9,6,1990,707,157920733,107,353
Cheaper by the Dozen 2,5.7,12,2005,708,129181830,94,526
Maze Runner: The Scorch Trials,6.4,9,2015,709,311256926,132,3040
Eat Pray Love,5.8,8,2010,710,204594016,133,636
The Family Man,6.5,12,2e3,711,0,125,521
RED,6.6,10,2010,712,71664962,111,2808
Any Given Sunday,6.8,12,1999,713,100230832,163,422
The Horse Whisperer,6.7,5,1998,714,186883563,170,292
Collateral,7,8,2004,715,217764291,120,1451
The Scorpion King,5.3,4,2002,716,165333180,92,779
Ladder 49,6.2,10,2004,717,74541707,115,207
Jack Reacher,6.3,12,2012,718,218340595,130,2998
Deep Blue Sea,5.6,7,1999,719,73648228,105,604
This Is It,6.7,10,2009,720,0,111,247
Contagion,6.2,9,2011,721,137551594,106,1325
Kangaroo Jack,4.3,1,2003,722,0,89,203
Coraline,7.3,2,2009,723,124596398,100,1386
The Happening,4.9,6,2008,724,163403799,91,950
Man on Fire,7.3,4,2004,725,130293714,146,1553
The Shaggy Dog,4.5,3,2006,726,61112916,98,137
Starsky & Hutch,5.6,3,2004,727,170268750,101,644
Jingle All the Way,5.5,11,1996,728,129832389,89,575
Hellboy,6.5,4,2004,729,99318987,122,2225
A Civil Action,6.1,3,1998,730,56702901,115,109
ParaNorman,6.7,8,2012,731,107139399,90,789
The Jackal,6.1,11,1997,732,159330280,124,527
Paycheck,5.9,12,2003,733,96269812,119,581
Up Close & Personal,5.9,3,1996,734,0,119,50
The Tale of Despereaux,5.8,12,2008,735,50877145,93,258
The Tuxedo,5.3,9,2002,736,0,98,483
Under Siege 2: Dark Territory,5.6,7,1995,737,104324083,100,210
Jack Ryan: Shadow Recruit,5.9,1,2014,738,50549107,105,1173
Joy,6.4,12,2015,739,101134059,124,1581
London Has Fallen,5.8,3,2016,740,205754447,99,1621
Alien: Resurrection,5.9,11,1997,741,162e6,109,1365
Shooter,6.9,3,2007,742,95696996,124,1462
The Boxtrolls,6.6,9,2014,743,108255770,97,668
Practical Magic,6.3,10,1998,744,46683377,104,338
The Lego Movie,7.5,2,2014,745,469160692,100,3070
Miss Congeniality 2: Armed and Fabulous,5.3,3,2005,746,0,115,425
Reign of Fire,6,7,2002,747,43061982,101,669
Gangster Squad,6.2,1,2013,748,105200903,113,1778
Year One,4.6,6,2009,749,62357900,97,524
Invictus,7,12,2009,750,122233971,134,1125
State of Play,6.7,4,2009,751,87784194,127,484
Duplicity,5.7,3,2009,752,6e7,125,201
My Favorite Martian,5.1,2,1999,753,36850101,94,80
The Sentinel,5.8,4,2006,754,77920346,108,225
Planet 51,5.6,11,2009,755,104945765,91,556
Star Trek: Nemesis,6.1,12,2002,756,67312826,117,479
Intolerable Cruelty,5.8,9,2003,757,119940815,100,391
Trouble with the Curve,6.6,9,2012,758,0,111,366
Edge of Darkness,6.2,1,2010,759,74901339,117,487
The Relic,5.8,1,1997,760,33956608,110,130
Analyze That,5.7,12,2002,761,55003135,96,380
Righteous Kill,5.9,9,2008,762,73174566,101,375
Mercury Rising,6,4,1998,763,0,111,368
The Soloist,6.6,4,2009,764,31720158,109,234
The Legend of Bagger Vance,6.3,11,2e3,765,39459427,126,251
Almost Famous,7.4,9,2e3,766,47383689,122,797
Garfield: A Tail of Two Kitties,5.1,6,2006,767,141702264,78,464
xXx: State of the Union,4.7,4,2005,768,71073932,101,549
Priest,5.4,5,2011,769,78309131,87,692
Sinbad: Legend of the Seven Seas,6.6,7,2003,770,26288320,86,372
Event Horizon,6.5,8,1997,771,26673242,96,742
Dragonfly,6.1,2,2002,772,52322400,104,204
The Black Dahlia,5.7,9,2006,773,49111202,121,287
Flyboys,6.3,9,2006,774,178e5,140,271
The Last Castle,7,10,2001,775,27642707,131,285
Supernova,4.9,1,2e3,776,14828081,91,109
Winter's Tale,6,2,2014,777,30800231,118,487
The Mortal Instruments: City of Bones,6.2,8,2013,778,90565421,130,1602
Meet Dave,5,7,2008,779,50650079,90,371
Dark Water,5.3,6,2005,780,25473093,105,274
Edtv,5.7,3,1999,781,0,122,166
Inkheart,6,12,2008,782,57490374,106,592
The Spirit,4.7,12,2008,783,39031337,103,320
Mortdecai,5.4,1,2015,784,30418560,106,1055
In the Name of the King: A Dungeon Siege Tale,4.1,11,2007,785,0,127,224
Beyond Borders,6.7,10,2003,786,0,127,110
The Monkey King 2,6,1,2016,787,193677158,120,24
The Great Raid,6.8,8,2005,788,10166502,132,91
Deadpool,7.4,2,2016,789,783112979,108,10995
Holy Man,4.9,10,1998,790,0,114,111
American Sniper,7.4,12,2014,791,542307423,133,4469
Goosebumps,6.2,8,2015,792,158162788,103,995
Just Like Heaven,6.5,9,2005,793,102854431,95,579
The Flintstones in Viva Rock Vegas,4.4,4,2e3,794,59468275,90,134
Rambo III,5.7,5,1988,795,189015611,102,690
Leatherheads,5.7,3,2008,796,41299492,114,130
The Ridiculous 6,4.9,12,2015,797,0,119,388
Did You Hear About the Morgans?,5.1,12,2009,798,85280250,103,276
The Internship,6.1,6,2013,799,44e6,119,1658
Resident Evil: Afterlife,5.8,9,2010,800,300228084,97,1363
Red Tails,5.9,1,2012,801,50365377,125,178
The Devil's Advocate,7.2,10,1997,802,152944660,144,1374
That's My Boy,5.5,6,2012,803,58058367,116,453
DragonHeart,6.4,5,1996,804,115267375,103,535
After the Sunset,6,11,2004,805,61347797,97,226
Ghost Rider: Spirit of Vengeance,4.7,12,2011,806,149217355,95,1135
Captain Corelli's Mandolin,5.5,8,2001,807,62112895,131,145
The Pacifier,5.8,3,2005,808,113006880,95,842
Walking Tall,6,4,2004,809,57223890,86,381
Forrest Gump,8.2,7,1994,810,677945399,142,7927
Alvin and the Chipmunks,5.5,12,2007,811,361366633,92,1177
Meet the Parents,6.6,10,2e3,812,330444045,108,1698
Pocahontas,6.7,6,1995,813,346079773,81,1457
Superman,6.9,12,1978,814,300218018,143,1022
The Nutty Professor,5.4,6,1996,815,128769345,95,702
Hitch,6.4,2,2005,816,368100420,118,1665
George of the Jungle,5.4,7,1997,817,0,92,496
American Wedding,6,8,2003,818,231449203,103,1129
Captain Phillips,7.6,10,2013,819,95e6,134,2454
Date Night,5.9,4,2010,820,152263880,97,1122
Casper,6,5,1995,821,287928194,100,1019
The Equalizer,7.1,9,2014,822,192330738,132,2954
Maid in Manhattan,5.6,12,2002,823,154906693,105,485
Crimson Tide,7,5,1995,824,157387195,116,498
The Pursuit of Happyness,7.7,12,2006,825,307077295,117,2525
Flightplan,6.1,9,2005,826,223387299,98,772
Disclosure,5.9,12,1994,827,214015089,123,210
City of Angels,6.4,4,1998,828,198685114,114,529
Kill Bill: Vol. 1,7.7,10,2003,829,180949e3,111,4949
Bowfinger,6,8,1999,830,0,97,254
Kill Bill: Vol. 2,7.6,4,2004,831,152159461,136,3948
Tango & Cash,6.1,12,1989,832,63408614,104,458
Death Becomes Her,6.3,7,1992,833,149022650,104,636
Shanghai Noon,6.2,5,2e3,834,56932305,110,735
Executive Decision,5.8,3,1996,835,121969216,133,256
Mr. Popper's Penguins,5.7,6,2011,836,187361754,94,751
The Forbidden Kingdom,6.3,4,2008,837,127906624,104,461
Free Birds,5.7,10,2013,838,11e7,91,254
Alien³,6.2,5,1992,839,159773545,114,1633
Evita,5.9,12,1996,840,141047179,134,120
Ronin,6.7,9,1998,841,41610884,122,658
The Ghost and the Darkness,6.4,10,1996,842,75e6,109,236
Paddington,7,11,2014,843,259207227,95,883
The Watch,5.3,7,2012,844,68267862,98,881
The Hunted,6,3,2003,845,34234008,94,189
Instinct,6.2,6,1999,846,0,126,146
Stuck on You,5.1,12,2003,847,33828318,118,188
Semi-Pro,5.4,2,2008,848,33472850,91,251
The Pirates! In an Adventure with Scientists!,6.4,3,2012,849,118338361,88,374
Changeling,7.3,1,2008,850,113020255,141,1131
Chain Reaction,5.3,8,1996,851,60209334,107,284
The Fan,5.7,8,1996,852,18626419,116,194
The Phantom of the Opera,7,12,2004,853,154648887,143,438
Elizabeth: The Golden Age,6.6,9,2007,854,74237563,114,303
Æon Flux,5.4,11,2005,855,52304001,93,703
Gods and Generals,6.1,2,2003,856,12923936,214,48
Turbulence,5.2,1,1997,857,11466088,100,62
Imagine That,5.7,6,2009,858,0,107,134
Muppets Most Wanted,6.2,3,2014,859,80383290,112,316
Thunderbirds,4.2,7,2004,860,28283637,95,91
Burlesque,6.9,11,2010,861,89519773,119,573
A Very Long Engagement,7.1,10,2004,862,0,133,346
Lolita,7.3,6,1962,863,925e4,153,395
D-Tox,5.3,1,2002,864,6416302,96,123
Blade II,6.2,3,2002,865,155010032,117,1528
Seven Pounds,7.5,12,2008,866,168167691,123,2039
Bullet to the Head,5.2,1,2013,867,9489829,92,481
The Godfather: Part III,7.1,12,1990,868,136766062,162,1546
Elizabethtown,6.1,10,2005,869,52034889,123,327
"You, Me and Dupree",5.4,7,2006,870,130431368,108,407
Superman II,6.5,12,1980,871,190458706,127,629
Gigli,3.5,8,2003,872,7266209,121,104
All the King's Men,5.7,9,2006,873,9450897,125,95
Shaft,5.5,6,2e3,874,107196498,99,308
Anastasia,7.4,11,1997,875,139804348,94,1432
Moulin Rouge!,7.4,3,2001,876,179213434,127,1300
Domestic Disturbance,5.4,10,2001,877,54249294,89,113
Black Mass,6.3,9,2015,878,98837872,122,1242
Flags of Our Fathers,6.7,10,2006,879,65900249,132,526
Law Abiding Citizen,7.2,10,2009,880,126690726,109,1486
Grindhouse,6.8,4,2007,881,25037897,191,459
Beloved,5.9,10,1998,882,0,172,26
Lucky You,5.4,5,2007,883,5761917,124,81
Catch Me If You Can,7.7,12,2002,884,352114312,141,3795
Zero Dark Thirty,6.7,12,2012,885,132820716,157,1702
The Break-Up,5.6,6,2006,886,204999686,106,832
Mamma Mia!,6.4,7,2008,887,609841637,108,1386
Valentine's Day,5.7,2,2010,888,216485654,125,1013
The Dukes of Hazzard,5.1,8,2005,889,110803676,104,316
The Thin Red Line,7.2,12,1998,890,98126565,170,771
The Change-Up,5.9,8,2011,891,75450437,112,736
Man on the Moon,6.9,12,1999,892,47434430,118,435
Casino,7.8,11,1995,893,116112375,178,1307
From Paris with Love,6.1,2,2010,894,52826594,92,675
Bulletproof Monk,5.1,3,2003,895,0,104,278
"Me, Myself & Irene",6.1,6,2e3,896,149270999,116,927
Barnyard,5.3,8,2006,897,72779e3,90,225
Deck the Halls,5.1,11,2006,898,47231070,93,109
The Twilight Saga: New Moon,5.6,3,2009,899,709827462,130,2436
Shrek,7.3,5,2001,900,484409218,90,4056
The Adjustment Bureau,6.5,3,2011,901,127869379,106,1652
Robin Hood: Prince of Thieves,6.6,6,1991,902,390493908,143,909
Jerry Maguire,6.7,12,1996,903,273552592,139,913
Ted,6.3,6,2012,904,549368315,106,4697
As Good as It Gets,7.2,12,1997,905,314178011,139,915
Patch Adams,7,12,1998,906,202292902,115,832
Anchorman 2: The Legend Continues,6,12,2013,907,173649015,119,923
Mr. Deeds,5.6,6,2002,908,171269535,96,644
